T,p,phi,tau_e,tign
1160,3.5,0.575,1.44E-06,2.12E-05
1160,3.5,0.65,1.43E-06,2.09E-05
1160,3.5,0.725,1.43E-06,2.08E-05
1160,3.5,0.8,1.43E-06,2.07E-05
1160,3.5,0.875,1.44E-06,2.07E-05
1160,3.5,0.95,1.45E-06,2.07E-05
1160,3.5,1.025,1.46E-06,2.08E-05
1160,3.5,1.1,1.47E-06,2.09E-05
1160,3.5,1.175,1.49E-06,2.10E-05
1160,3.5,1.25,1.51E-06,2.12E-05
1160,3.5,1.325,1.53E-06,2.13E-05
1160,3.5,1.4,1.55E-06,2.15E-05
1160,3.5,1.475,1.57E-06,2.18E-05
1160,3.5,1.55,1.59E-06,2.20E-05
1160,3.5,1.625,1.61E-06,2.22E-05
1160,3.5,1.7,1.63E-06,2.24E-05
1160,3.5,1.775,1.65E-06,2.27E-05
1160,3.5,1.85,1.68E-06,2.29E-05
1160,3.5,1.925,1.70E-06,2.32E-05
1160,3.5,2,1.72E-06,2.34E-05
1160,4,0.575,1.39E-06,1.99E-05
1160,4,0.65,1.38E-06,1.96E-05
1160,4,0.725,1.38E-06,1.94E-05
1160,4,0.8,1.38E-06,1.93E-05
1160,4,0.875,1.39E-06,1.93E-05
1160,4,0.95,1.40E-06,1.93E-05
1160,4,1.025,1.41E-06,1.94E-05
1160,4,1.1,1.43E-06,1.95E-05
1160,4,1.175,1.44E-06,1.97E-05
1160,4,1.25,1.46E-06,1.98E-05
1160,4,1.325,1.48E-06,2.00E-05
1160,4,1.4,1.50E-06,2.01E-05
1160,4,1.475,1.52E-06,2.03E-05
1160,4,1.55,1.54E-06,2.05E-05
1160,4,1.625,1.56E-06,2.08E-05
1160,4,1.7,1.58E-06,2.10E-05
1160,4,1.775,1.61E-06,2.12E-05
1160,4,1.85,1.63E-06,2.15E-05
1160,4,1.925,1.65E-06,2.17E-05
1160,4,2,1.67E-06,2.19E-05
1160,4.5,0.575,1.38E-06,1.90E-05
1160,4.5,0.65,1.37E-06,1.88E-05
1160,4.5,0.725,1.37E-06,1.86E-05
1160,4.5,0.8,1.37E-06,1.85E-05
1160,4.5,0.875,1.38E-06,1.85E-05
1160,4.5,0.95,1.39E-06,1.85E-05
1160,4.5,1.025,1.40E-06,1.86E-05
1160,4.5,1.1,1.42E-06,1.87E-05
1160,4.5,1.175,1.44E-06,1.88E-05
1160,4.5,1.25,1.45E-06,1.90E-05
1160,4.5,1.325,1.47E-06,1.91E-05
1160,4.5,1.4,1.49E-06,1.93E-05
1160,4.5,1.475,1.51E-06,1.95E-05
1160,4.5,1.55,1.53E-06,1.97E-05
1160,4.5,1.625,1.56E-06,1.99E-05
1160,4.5,1.7,1.58E-06,2.01E-05
1160,4.5,1.775,1.60E-06,2.03E-05
1160,4.5,1.85,1.63E-06,2.05E-05
1160,4.5,1.925,1.65E-06,2.08E-05
1160,4.5,2,1.67E-06,2.10E-05
1160,5,0.575,1.40E-06,1.86E-05
1160,5,0.65,1.39E-06,1.83E-05
1160,5,0.725,1.39E-06,1.82E-05
1160,5,0.8,1.39E-06,1.81E-05
1160,5,0.875,1.40E-06,1.81E-05
1160,5,0.95,1.42E-06,1.81E-05
1160,5,1.025,1.43E-06,1.82E-05
1160,5,1.1,1.45E-06,1.83E-05
1160,5,1.175,1.46E-06,1.84E-05
1160,5,1.25,1.48E-06,1.85E-05
1160,5,1.325,1.50E-06,1.87E-05
1160,5,1.4,1.52E-06,1.89E-05
1160,5,1.475,1.55E-06,1.91E-05
1160,5,1.55,1.57E-06,1.93E-05
1160,5,1.625,1.59E-06,1.95E-05
1160,5,1.7,1.62E-06,1.97E-05
1160,5,1.775,1.64E-06,1.99E-05
1160,5,1.85,1.66E-06,2.01E-05
1160,5,1.925,1.69E-06,2.03E-05
1160,5,2,1.71E-06,2.06E-05
1160,5.5,0.575,1.45E-06,1.86E-05
1160,5.5,0.65,1.45E-06,1.83E-05
1160,5.5,0.725,1.45E-06,1.81E-05
1160,5.5,0.8,1.45E-06,1.80E-05
1160,5.5,0.875,1.46E-06,1.80E-05
1160,5.5,0.95,1.48E-06,1.81E-05
1160,5.5,1.025,1.49E-06,1.81E-05
1160,5.5,1.1,1.51E-06,1.82E-05
1160,5.5,1.175,1.53E-06,1.84E-05
1160,5.5,1.25,1.55E-06,1.85E-05
1160,5.5,1.325,1.58E-06,1.87E-05
1160,5.5,1.4,1.60E-06,1.88E-05
1160,5.5,1.475,1.62E-06,1.90E-05
1160,5.5,1.55,1.65E-06,1.92E-05
1160,5.5,1.625,1.67E-06,1.94E-05
1160,5.5,1.7,1.70E-06,1.96E-05
1160,5.5,1.775,1.73E-06,1.99E-05
1160,5.5,1.85,1.75E-06,2.01E-05
1160,5.5,1.925,1.78E-06,2.03E-05
1160,5.5,2,1.81E-06,2.06E-05
1160,6,0.575,1.55E-06,1.89E-05
1160,6,0.65,1.55E-06,1.86E-05
1160,6,0.725,1.55E-06,1.84E-05
1160,6,0.8,1.56E-06,1.84E-05
1160,6,0.875,1.57E-06,1.84E-05
1160,6,0.95,1.59E-06,1.84E-05
1160,6,1.025,1.61E-06,1.85E-05
1160,6,1.1,1.63E-06,1.86E-05
1160,6,1.175,1.65E-06,1.87E-05
1160,6,1.25,1.67E-06,1.89E-05
1160,6,1.325,1.70E-06,1.90E-05
1160,6,1.4,1.73E-06,1.92E-05
1160,6,1.475,1.75E-06,1.94E-05
1160,6,1.55,1.78E-06,1.96E-05
1160,6,1.625,1.81E-06,1.98E-05
1160,6,1.7,1.84E-06,2.01E-05
1160,6,1.775,1.87E-06,2.03E-05
1160,6,1.85,1.90E-06,2.05E-05
1160,6,1.925,1.93E-06,2.08E-05
1160,6,2,1.96E-06,2.10E-05
1160,6.5,0.575,1.71E-06,1.97E-05
1160,6.5,0.65,1.71E-06,1.94E-05
1160,6.5,0.725,1.71E-06,1.92E-05
1160,6.5,0.8,1.72E-06,1.91E-05
1160,6.5,0.875,1.74E-06,1.91E-05
1160,6.5,0.95,1.76E-06,1.92E-05
1160,6.5,1.025,1.78E-06,1.93E-05
1160,6.5,1.1,1.81E-06,1.94E-05
1160,6.5,1.175,1.84E-06,1.95E-05
1160,6.5,1.25,1.87E-06,1.97E-05
1160,6.5,1.325,1.90E-06,1.99E-05
1160,6.5,1.4,1.93E-06,2.01E-05
1160,6.5,1.475,1.96E-06,2.03E-05
1160,6.5,1.55,1.99E-06,2.05E-05
1160,6.5,1.625,2.03E-06,2.07E-05
1160,6.5,1.7,2.06E-06,2.10E-05
1160,6.5,1.775,2.09E-06,2.12E-05
1160,6.5,1.85,2.13E-06,2.15E-05
1160,6.5,1.925,2.16E-06,2.17E-05
1160,6.5,2,2.20E-06,2.20E-05
1160,7,0.575,1.96E-06,2.11E-05
1160,7,0.65,1.96E-06,2.07E-05
1160,7,0.725,1.97E-06,2.06E-05
1160,7,0.8,1.98E-06,2.05E-05
1160,7,0.875,2.00E-06,2.05E-05
1160,7,0.95,2.03E-06,2.05E-05
1160,7,1.025,2.06E-06,2.06E-05
1160,7,1.1,2.09E-06,2.08E-05
1160,7,1.175,2.13E-06,2.09E-05
1160,7,1.25,2.16E-06,2.11E-05
1160,7,1.325,2.20E-06,2.13E-05
1160,7,1.4,2.24E-06,2.15E-05
1160,7,1.475,2.28E-06,2.18E-05
1160,7,1.55,2.32E-06,2.20E-05
1160,7,1.625,2.36E-06,2.23E-05
1160,7,1.7,2.40E-06,2.25E-05
1160,7,1.775,2.44E-06,2.28E-05
1160,7,1.85,2.48E-06,2.30E-05
1160,7,1.925,2.52E-06,2.33E-05
1160,7,2,2.56E-06,2.36E-05
1160,7.5,0.575,2.35E-06,2.32E-05
1160,7.5,0.65,2.36E-06,2.29E-05
1160,7.5,0.725,2.37E-06,2.27E-05
1160,7.5,0.8,2.40E-06,2.27E-05
1160,7.5,0.875,2.43E-06,2.27E-05
1160,7.5,0.95,2.46E-06,2.27E-05
1160,7.5,1.025,2.50E-06,2.29E-05
1160,7.5,1.1,2.55E-06,2.30E-05
1160,7.5,1.175,2.59E-06,2.32E-05
1160,7.5,1.25,2.63E-06,2.34E-05
1160,7.5,1.325,2.68E-06,2.36E-05
1160,7.5,1.4,2.73E-06,2.39E-05
1160,7.5,1.475,2.77E-06,2.41E-05
1160,7.5,1.55,2.82E-06,2.44E-05
1160,7.5,1.625,2.87E-06,2.47E-05
1160,7.5,1.7,2.92E-06,2.49E-05
1160,7.5,1.775,2.96E-06,2.52E-05
1160,7.5,1.85,3.01E-06,2.55E-05
1160,7.5,1.925,3.05E-06,2.58E-05
1160,7.5,2,3.10E-06,2.61E-05
1160,8,0.575,3.01E-06,2.68E-05
1160,8,0.65,3.02E-06,2.64E-05
1160,8,0.725,3.05E-06,2.62E-05
1160,8,0.8,3.09E-06,2.61E-05
1160,8,0.875,3.13E-06,2.61E-05
1160,8,0.95,3.17E-06,2.62E-05
1160,8,1.025,3.22E-06,2.64E-05
1160,8,1.1,3.27E-06,2.65E-05
1160,8,1.175,3.33E-06,2.67E-05
1160,8,1.25,3.38E-06,2.70E-05
1160,8,1.325,3.43E-06,2.72E-05
1160,8,1.4,3.49E-06,2.75E-05
1160,8,1.475,3.54E-06,2.77E-05
1160,8,1.55,3.59E-06,2.80E-05
1160,8,1.625,3.64E-06,2.83E-05
1160,8,1.7,3.69E-06,2.86E-05
1160,8,1.775,3.74E-06,2.89E-05
1160,8,1.85,3.79E-06,2.91E-05
1160,8,1.925,3.84E-06,2.94E-05
1160,8,2,3.88E-06,2.97E-05
1160,8.5,0.575,4.17E-06,3.26E-05
1160,8.5,0.65,4.18E-06,3.21E-05
1160,8.5,0.725,4.20E-06,3.18E-05
1160,8.5,0.8,4.23E-06,3.17E-05
1160,8.5,0.875,4.27E-06,3.16E-05
1160,8.5,0.95,4.31E-06,3.17E-05
1160,8.5,1.025,4.36E-06,3.18E-05
1160,8.5,1.1,4.40E-06,3.19E-05
1160,8.5,1.175,4.45E-06,3.21E-05
1160,8.5,1.25,4.50E-06,3.23E-05
1160,8.5,1.325,4.54E-06,3.25E-05
1160,8.5,1.4,4.58E-06,3.27E-05
1160,8.5,1.475,4.63E-06,3.29E-05
1160,8.5,1.55,4.67E-06,3.31E-05
1160,8.5,1.625,4.71E-06,3.34E-05
1160,8.5,1.7,4.75E-06,3.36E-05
1160,8.5,1.775,4.79E-06,3.39E-05
1160,8.5,1.85,4.83E-06,3.41E-05
1160,8.5,1.925,4.86E-06,3.44E-05
1160,8.5,2,4.90E-06,3.46E-05
1160,9,0.575,6.07E-06,4.19E-05
1160,9,0.65,6.01E-06,4.10E-05
1160,9,0.725,5.97E-06,4.04E-05
1160,9,0.8,5.94E-06,4.00E-05
1160,9,0.875,5.93E-06,3.97E-05
1160,9,0.95,5.92E-06,3.95E-05
1160,9,1.025,5.92E-06,3.94E-05
1160,9,1.1,5.92E-06,3.94E-05
1160,9,1.175,5.92E-06,3.94E-05
1160,9,1.25,5.93E-06,3.94E-05
1160,9,1.325,5.94E-06,3.94E-05
1160,9,1.4,5.95E-06,3.95E-05
1160,9,1.475,5.96E-06,3.96E-05
1160,9,1.55,5.97E-06,3.97E-05
1160,9,1.625,5.98E-06,3.99E-05
1160,9,1.7,5.99E-06,4.00E-05
1160,9,1.775,6.00E-06,4.01E-05
1160,9,1.85,6.01E-06,4.03E-05
1160,9,1.925,6.02E-06,4.04E-05
1160,9,2,6.04E-06,4.06E-05
1160,9.5,0.575,8.55E-06,5.48E-05
1160,9.5,0.65,8.31E-06,5.30E-05
1160,9.5,0.725,8.12E-06,5.17E-05
1160,9.5,0.8,7.96E-06,5.07E-05
1160,9.5,0.875,7.84E-06,4.99E-05
1160,9.5,0.95,7.73E-06,4.92E-05
1160,9.5,1.025,7.65E-06,4.87E-05
1160,9.5,1.1,7.57E-06,4.83E-05
1160,9.5,1.175,7.51E-06,4.80E-05
1160,9.5,1.25,7.45E-06,4.77E-05
1160,9.5,1.325,7.40E-06,4.75E-05
1160,9.5,1.4,7.36E-06,4.74E-05
1160,9.5,1.475,7.32E-06,4.72E-05
1160,9.5,1.55,7.29E-06,4.71E-05
1160,9.5,1.625,7.26E-06,4.70E-05
1160,9.5,1.7,7.23E-06,4.70E-05
1160,9.5,1.775,7.21E-06,4.70E-05
1160,9.5,1.85,7.19E-06,4.69E-05
1160,9.5,1.925,7.17E-06,4.69E-05
1160,9.5,2,7.15E-06,4.70E-05
1160,10,0.575,1.11E-05,6.95E-05
1160,10,0.65,1.06E-05,6.65E-05
1160,10,0.725,1.02E-05,6.42E-05
1160,10,0.8,9.93E-06,6.24E-05
1160,10,0.875,9.68E-06,6.09E-05
1160,10,0.95,9.47E-06,5.96E-05
1160,10,1.025,9.28E-06,5.86E-05
1160,10,1.1,9.13E-06,5.77E-05
1160,10,1.175,8.99E-06,5.70E-05
1160,10,1.25,8.87E-06,5.64E-05
1160,10,1.325,8.76E-06,5.58E-05
1160,10,1.4,8.66E-06,5.54E-05
1160,10,1.475,8.58E-06,5.50E-05
1160,10,1.55,8.50E-06,5.46E-05
1160,10,1.625,8.43E-06,5.43E-05
1160,10,1.7,8.37E-06,5.40E-05
1160,10,1.775,8.31E-06,5.38E-05
1160,10,1.85,8.26E-06,5.36E-05
1160,10,1.925,8.21E-06,5.34E-05
1160,10,2,8.16E-06,5.33E-05
1160,10.5,0.575,1.33E-05,8.42E-05
1160,10.5,0.65,1.26E-05,7.99E-05
1160,10.5,0.725,1.21E-05,7.65E-05
1160,10.5,0.8,1.17E-05,7.38E-05
1160,10.5,0.875,1.13E-05,7.16E-05
1160,10.5,0.95,1.10E-05,6.97E-05
1160,10.5,1.025,1.07E-05,6.81E-05
1160,10.5,1.1,1.05E-05,6.68E-05
1160,10.5,1.175,1.03E-05,6.56E-05
1160,10.5,1.25,1.01E-05,6.46E-05
1160,10.5,1.325,9.94E-06,6.38E-05
1160,10.5,1.4,9.80E-06,6.30E-05
1160,10.5,1.475,9.67E-06,6.23E-05
1160,10.5,1.55,9.55E-06,6.17E-05
1160,10.5,1.625,9.45E-06,6.12E-05
1160,10.5,1.7,9.35E-06,6.07E-05
1160,10.5,1.775,9.26E-06,6.03E-05
1160,10.5,1.85,9.18E-06,5.99E-05
1160,10.5,1.925,9.11E-06,5.96E-05
1160,10.5,2,9.04E-06,5.93E-05
1160,11,0.575,1.52E-05,9.79E-05
1160,11,0.65,1.43E-05,9.24E-05
1160,11,0.725,1.37E-05,8.80E-05
1160,11,0.8,1.31E-05,8.45E-05
1160,11,0.875,1.27E-05,8.15E-05
1160,11,0.95,1.23E-05,7.91E-05
1160,11,1.025,1.19E-05,7.70E-05
1160,11,1.1,1.16E-05,7.52E-05
1160,11,1.175,1.14E-05,7.37E-05
1160,11,1.25,1.11E-05,7.23E-05
1160,11,1.325,1.09E-05,7.12E-05
1160,11,1.4,1.08E-05,7.01E-05
1160,11,1.475,1.06E-05,6.92E-05
1160,11,1.55,1.04E-05,6.84E-05
1160,11,1.625,1.03E-05,6.76E-05
1160,11,1.7,1.02E-05,6.69E-05
1160,11,1.775,1.01E-05,6.63E-05
1160,11,1.85,9.96E-06,6.58E-05
1160,11,1.925,9.86E-06,6.53E-05
1160,11,2,9.77E-06,6.49E-05
1160,11.5,0.575,1.67E-05,1.10E-04
1160,11.5,0.65,1.58E-05,1.04E-04
1160,11.5,0.725,1.50E-05,9.85E-05
1160,11.5,0.8,1.43E-05,9.42E-05
1160,11.5,0.875,1.38E-05,9.06E-05
1160,11.5,0.95,1.33E-05,8.77E-05
1160,11.5,1.025,1.29E-05,8.51E-05
1160,11.5,1.1,1.26E-05,8.29E-05
1160,11.5,1.175,1.23E-05,8.10E-05
1160,11.5,1.25,1.20E-05,7.94E-05
1160,11.5,1.325,1.18E-05,7.79E-05
1160,11.5,1.4,1.15E-05,7.66E-05
1160,11.5,1.475,1.14E-05,7.54E-05
1160,11.5,1.55,1.12E-05,7.44E-05
1160,11.5,1.625,1.10E-05,7.34E-05
1160,11.5,1.7,1.09E-05,7.26E-05
1160,11.5,1.775,1.07E-05,7.18E-05
1160,11.5,1.85,1.06E-05,7.11E-05
1160,11.5,1.925,1.05E-05,7.05E-05
1160,11.5,2,1.04E-05,6.99E-05
1160,12,0.575,1.80E-05,1.21E-04
1160,12,0.65,1.69E-05,1.14E-04
1160,12,0.725,1.61E-05,1.08E-04
1160,12,0.8,1.53E-05,1.03E-04
1160,12,0.875,1.47E-05,9.88E-05
1160,12,0.95,1.42E-05,9.54E-05
1160,12,1.025,1.38E-05,9.24E-05
1160,12,1.1,1.34E-05,8.99E-05
1160,12,1.175,1.30E-05,8.76E-05
1160,12,1.25,1.27E-05,8.57E-05
1160,12,1.325,1.25E-05,8.40E-05
1160,12,1.4,1.22E-05,8.24E-05
1160,12,1.475,1.20E-05,8.11E-05
1160,12,1.55,1.18E-05,7.98E-05
1160,12,1.625,1.16E-05,7.87E-05
1160,12,1.7,1.14E-05,7.77E-05
1160,12,1.775,1.13E-05,7.68E-05
1160,12,1.85,1.11E-05,7.59E-05
1160,12,1.925,1.10E-05,7.52E-05
1160,12,2,1.09E-05,7.45E-05
1160,12.5,0.575,1.91E-05,1.31E-04
1160,12.5,0.65,1.79E-05,1.23E-04
1160,12.5,0.725,1.70E-05,1.16E-04
1160,12.5,0.8,1.62E-05,1.11E-04
1160,12.5,0.875,1.55E-05,1.06E-04
1160,12.5,0.95,1.49E-05,1.02E-04
1160,12.5,1.025,1.44E-05,9.90E-05
1160,12.5,1.1,1.40E-05,9.61E-05
1160,12.5,1.175,1.36E-05,9.36E-05
1160,12.5,1.25,1.33E-05,9.14E-05
1160,12.5,1.325,1.30E-05,8.94E-05
1160,12.5,1.4,1.27E-05,8.77E-05
1160,12.5,1.475,1.25E-05,8.61E-05
1160,12.5,1.55,1.23E-05,8.47E-05
1160,12.5,1.625,1.21E-05,8.34E-05
1160,12.5,1.7,1.19E-05,8.23E-05
1160,12.5,1.775,1.17E-05,8.12E-05
1160,12.5,1.85,1.16E-05,8.03E-05
1160,12.5,1.925,1.14E-05,7.94E-05
1160,12.5,2,1.13E-05,7.86E-05
1160,13,0.575,2.00E-05,1.40E-04
1160,13,0.65,1.87E-05,1.31E-04
1160,13,0.725,1.77E-05,1.24E-04
1160,13,0.8,1.68E-05,1.18E-04
1160,13,0.875,1.61E-05,1.13E-04
1160,13,0.95,1.55E-05,1.08E-04
1160,13,1.025,1.50E-05,1.05E-04
1160,13,1.1,1.46E-05,1.02E-04
1160,13,1.175,1.42E-05,9.89E-05
1160,13,1.25,1.38E-05,9.65E-05
1160,13,1.325,1.35E-05,9.43E-05
1160,13,1.4,1.32E-05,9.24E-05
1160,13,1.475,1.29E-05,9.07E-05
1160,13,1.55,1.27E-05,8.91E-05
1160,13,1.625,1.25E-05,8.77E-05
1160,13,1.7,1.23E-05,8.64E-05
1160,13,1.775,1.21E-05,8.52E-05
1160,13,1.85,1.19E-05,8.41E-05
1160,13,1.925,1.18E-05,8.32E-05
1160,13,2,1.16E-05,8.22E-05
1160,13.5,0.575,2.07E-05,1.48E-04
1160,13.5,0.65,1.94E-05,1.38E-04
1160,13.5,0.725,1.83E-05,1.30E-04
1160,13.5,0.8,1.74E-05,1.24E-04
1160,13.5,0.875,1.67E-05,1.18E-04
1160,13.5,0.95,1.60E-05,1.14E-04
1160,13.5,1.025,1.55E-05,1.10E-04
1160,13.5,1.1,1.50E-05,1.07E-04
1160,13.5,1.175,1.46E-05,1.04E-04
1160,13.5,1.25,1.42E-05,1.01E-04
1160,13.5,1.325,1.39E-05,9.87E-05
1160,13.5,1.4,1.35E-05,9.66E-05
1160,13.5,1.475,1.33E-05,9.47E-05
1160,13.5,1.55,1.30E-05,9.30E-05
1160,13.5,1.625,1.28E-05,9.15E-05
1160,13.5,1.7,1.26E-05,9.01E-05
1160,13.5,1.775,1.24E-05,8.88E-05
1160,13.5,1.85,1.22E-05,8.76E-05
1160,13.5,1.925,1.21E-05,8.65E-05
1160,13.5,2,1.19E-05,8.55E-05
1160,14,0.575,2.13E-05,1.54E-04
1160,14,0.65,1.99E-05,1.44E-04
1160,14,0.725,1.88E-05,1.36E-04
1160,14,0.8,1.78E-05,1.29E-04
1160,14,0.875,1.71E-05,1.24E-04
1160,14,0.95,1.64E-05,1.19E-04
1160,14,1.025,1.58E-05,1.15E-04
1160,14,1.1,1.53E-05,1.11E-04
1160,14,1.175,1.49E-05,1.08E-04
1160,14,1.25,1.45E-05,1.05E-04
1160,14,1.325,1.42E-05,1.03E-04
1160,14,1.4,1.38E-05,1.00E-04
1160,14,1.475,1.36E-05,9.83E-05
1160,14,1.55,1.33E-05,9.65E-05
1160,14,1.625,1.31E-05,9.48E-05
1160,14,1.7,1.28E-05,9.33E-05
1160,14,1.775,1.26E-05,9.19E-05
1160,14,1.85,1.25E-05,9.07E-05
1160,14,1.925,1.23E-05,8.95E-05
1160,14,2,1.21E-05,8.85E-05
1160,14.5,0.575,2.17E-05,1.60E-04
1160,14.5,0.65,2.03E-05,1.50E-04
1160,14.5,0.725,1.92E-05,1.41E-04
1160,14.5,0.8,1.82E-05,1.34E-04
1160,14.5,0.875,1.74E-05,1.28E-04
1160,14.5,0.95,1.67E-05,1.23E-04
1160,14.5,1.025,1.61E-05,1.19E-04
1160,14.5,1.1,1.56E-05,1.15E-04
1160,14.5,1.175,1.52E-05,1.11E-04
1160,14.5,1.25,1.48E-05,1.09E-04
1160,14.5,1.325,1.44E-05,1.06E-04
1160,14.5,1.4,1.41E-05,1.04E-04
1160,14.5,1.475,1.38E-05,1.01E-04
1160,14.5,1.55,1.35E-05,9.95E-05
1160,14.5,1.625,1.33E-05,9.78E-05
1160,14.5,1.7,1.30E-05,9.62E-05
1160,14.5,1.775,1.28E-05,9.47E-05
1160,14.5,1.85,1.26E-05,9.34E-05
1160,14.5,1.925,1.25E-05,9.22E-05
1160,14.5,2,1.23E-05,9.10E-05
1160,15,0.575,2.21E-05,1.65E-04
1160,15,0.65,2.07E-05,1.54E-04
1160,15,0.725,1.95E-05,1.45E-04
1160,15,0.8,1.85E-05,1.38E-04
1160,15,0.875,1.77E-05,1.32E-04
1160,15,0.95,1.70E-05,1.27E-04
1160,15,1.025,1.64E-05,1.22E-04
1160,15,1.1,1.58E-05,1.18E-04
1160,15,1.175,1.54E-05,1.15E-04
1160,15,1.25,1.50E-05,1.12E-04
1160,15,1.325,1.46E-05,1.09E-04
1160,15,1.4,1.42E-05,1.06E-04
1160,15,1.475,1.39E-05,1.04E-04
1160,15,1.55,1.37E-05,1.02E-04
1160,15,1.625,1.34E-05,1.00E-04
1160,15,1.7,1.32E-05,9.87E-05
1160,15,1.775,1.30E-05,9.72E-05
1160,15,1.85,1.28E-05,9.58E-05
1160,15,1.925,1.26E-05,9.45E-05
1160,15,2,1.24E-05,9.33E-05
1160,15.5,0.575,2.24E-05,1.70E-04
1160,15.5,0.65,2.09E-05,1.58E-04
1160,15.5,0.725,1.97E-05,1.49E-04
1160,15.5,0.8,1.87E-05,1.42E-04
1160,15.5,0.875,1.79E-05,1.35E-04
1160,15.5,0.95,1.72E-05,1.30E-04
1160,15.5,1.025,1.65E-05,1.25E-04
1160,15.5,1.1,1.60E-05,1.21E-04
1160,15.5,1.175,1.55E-05,1.17E-04
1160,15.5,1.25,1.51E-05,1.14E-04
1160,15.5,1.325,1.47E-05,1.11E-04
1160,15.5,1.4,1.44E-05,1.09E-04
1160,15.5,1.475,1.41E-05,1.07E-04
1160,15.5,1.55,1.38E-05,1.05E-04
1160,15.5,1.625,1.35E-05,1.03E-04
1160,15.5,1.7,1.33E-05,1.01E-04
1160,15.5,1.775,1.31E-05,9.93E-05
1160,15.5,1.85,1.29E-05,9.79E-05
1160,15.5,1.925,1.27E-05,9.65E-05
1160,15.5,2,1.25E-05,9.53E-05
1160,16,0.575,2.26E-05,1.73E-04
1160,16,0.65,2.11E-05,1.62E-04
1160,16,0.725,1.99E-05,1.52E-04
1160,16,0.8,1.89E-05,1.45E-04
1160,16,0.875,1.80E-05,1.38E-04
1160,16,0.95,1.73E-05,1.33E-04
1160,16,1.025,1.67E-05,1.28E-04
1160,16,1.1,1.61E-05,1.24E-04
1160,16,1.175,1.56E-05,1.20E-04
1160,16,1.25,1.52E-05,1.17E-04
1160,16,1.325,1.48E-05,1.14E-04
1160,16,1.4,1.45E-05,1.11E-04
1160,16,1.475,1.42E-05,1.09E-04
1160,16,1.55,1.39E-05,1.07E-04
1160,16,1.625,1.36E-05,1.05E-04
1160,16,1.7,1.34E-05,1.03E-04
1160,16,1.775,1.32E-05,1.01E-04
1160,16,1.85,1.30E-05,9.97E-05
1160,16,1.925,1.28E-05,9.83E-05
1160,16,2,1.26E-05,9.70E-05
1160,16.5,0.575,2.28E-05,1.76E-04
1160,16.5,0.65,2.13E-05,1.65E-04
1160,16.5,0.725,2.00E-05,1.55E-04
1160,16.5,0.8,1.90E-05,1.47E-04
1160,16.5,0.875,1.82E-05,1.41E-04
1160,16.5,0.95,1.74E-05,1.35E-04
1160,16.5,1.025,1.68E-05,1.30E-04
1160,16.5,1.1,1.62E-05,1.26E-04
1160,16.5,1.175,1.57E-05,1.22E-04
1160,16.5,1.25,1.53E-05,1.19E-04
1160,16.5,1.325,1.49E-05,1.16E-04
1160,16.5,1.4,1.46E-05,1.13E-04
1160,16.5,1.475,1.42E-05,1.11E-04
1160,16.5,1.55,1.39E-05,1.08E-04
1160,16.5,1.625,1.37E-05,1.06E-04
1160,16.5,1.7,1.34E-05,1.04E-04
1160,16.5,1.775,1.32E-05,1.03E-04
1160,16.5,1.85,1.30E-05,1.01E-04
1160,16.5,1.925,1.28E-05,9.98E-05
1160,16.5,2,1.26E-05,9.85E-05
1160,17,0.575,2.29E-05,1.79E-04
1160,17,0.65,2.14E-05,1.67E-04
1160,17,0.725,2.01E-05,1.58E-04
1160,17,0.8,1.91E-05,1.50E-04
1160,17,0.875,1.82E-05,1.43E-04
1160,17,0.95,1.75E-05,1.37E-04
1160,17,1.025,1.68E-05,1.32E-04
1160,17,1.1,1.63E-05,1.28E-04
1160,17,1.175,1.58E-05,1.24E-04
1160,17,1.25,1.53E-05,1.20E-04
1160,17,1.325,1.50E-05,1.17E-04
1160,17,1.4,1.46E-05,1.15E-04
1160,17,1.475,1.43E-05,1.12E-04
1160,17,1.55,1.40E-05,1.10E-04
1160,17,1.625,1.37E-05,1.08E-04
1160,17,1.7,1.35E-05,1.06E-04
1160,17,1.775,1.32E-05,1.04E-04
1160,17,1.85,1.30E-05,1.03E-04
1160,17,1.925,1.28E-05,1.01E-04
1160,17,2,1.27E-05,9.98E-05
1160,17.5,0.575,2.30E-05,1.82E-04
1160,17.5,0.65,2.15E-05,1.69E-04
1160,17.5,0.725,2.02E-05,1.60E-04
1160,17.5,0.8,1.92E-05,1.51E-04
1160,17.5,0.875,1.83E-05,1.45E-04
1160,17.5,0.95,1.75E-05,1.39E-04
1160,17.5,1.025,1.69E-05,1.34E-04
1160,17.5,1.1,1.63E-05,1.29E-04
1160,17.5,1.175,1.58E-05,1.25E-04
1160,17.5,1.25,1.54E-05,1.22E-04
1160,17.5,1.325,1.50E-05,1.19E-04
1160,17.5,1.4,1.46E-05,1.16E-04
1160,17.5,1.475,1.43E-05,1.13E-04
1160,17.5,1.55,1.40E-05,1.11E-04
1160,17.5,1.625,1.37E-05,1.09E-04
1160,17.5,1.7,1.35E-05,1.07E-04
1160,17.5,1.775,1.33E-05,1.05E-04
1160,17.5,1.85,1.30E-05,1.04E-04
1160,17.5,1.925,1.29E-05,1.02E-04
1160,17.5,2,1.27E-05,1.01E-04
1160,18,0.575,2.31E-05,1.83E-04
1160,18,0.65,2.15E-05,1.71E-04
1160,18,0.725,2.02E-05,1.61E-04
1160,18,0.8,1.92E-05,1.53E-04
