T,p,phi,tau_e,tign
1020,10,1.1,2.45E-04,3.10E-03
1020,10,1.175,2.38E-04,3.00E-03
1020,10,1.25,2.31E-04,2.91E-03
1020,10,1.325,2.24E-04,2.83E-03
1020,10,1.4,2.19E-04,2.75E-03
1020,10,1.475,2.14E-04,2.68E-03
1020,10,1.55,2.09E-04,2.62E-03
1020,10,1.625,2.05E-04,2.57E-03
1020,10,1.7,2.01E-04,2.52E-03
1020,10,1.775,1.97E-04,2.47E-03
1020,10,1.85,1.94E-04,2.42E-03
1020,10,1.925,1.91E-04,2.38E-03
1020,10,2,1.88E-04,2.35E-03
1020,10.5,0.575,3.39E-04,4.37E-03
1020,10.5,0.65,3.16E-04,4.07E-03
1020,10.5,0.725,2.98E-04,3.83E-03
1020,10.5,0.8,2.82E-04,3.62E-03
1020,10.5,0.875,2.69E-04,3.45E-03
1020,10.5,0.95,2.58E-04,3.30E-03
1020,10.5,1.025,2.48E-04,3.17E-03
1020,10.5,1.1,2.39E-04,3.05E-03
1020,10.5,1.175,2.32E-04,2.95E-03
1020,10.5,1.25,2.25E-04,2.86E-03
1020,10.5,1.325,2.19E-04,2.78E-03
1020,10.5,1.4,2.14E-04,2.71E-03
1020,10.5,1.475,2.09E-04,2.64E-03
1020,10.5,1.55,2.04E-04,2.58E-03
1020,10.5,1.625,2.00E-04,2.53E-03
1020,10.5,1.7,1.96E-04,2.48E-03
1020,10.5,1.775,1.93E-04,2.43E-03
1020,10.5,1.85,1.90E-04,2.39E-03
1020,10.5,1.925,1.86E-04,2.35E-03
1020,10.5,2,1.84E-04,2.31E-03
1020,11,0.575,3.31E-04,4.31E-03
1020,11,0.65,3.08E-04,4.01E-03
1020,11,0.725,2.90E-04,3.77E-03
1020,11,0.8,2.75E-04,3.57E-03
1020,11,0.875,2.62E-04,3.40E-03
1020,11,0.95,2.52E-04,3.25E-03
1020,11,1.025,2.42E-04,3.12E-03
1020,11,1.1,2.34E-04,3.01E-03
1020,11,1.175,2.26E-04,2.91E-03
1020,11,1.25,2.20E-04,2.82E-03
1020,11,1.325,2.14E-04,2.74E-03
1020,11,1.4,2.09E-04,2.67E-03
1020,11,1.475,2.04E-04,2.60E-03
1020,11,1.55,1.99E-04,2.54E-03
1020,11,1.625,1.95E-04,2.49E-03
1020,11,1.7,1.92E-04,2.44E-03
1020,11,1.775,1.88E-04,2.39E-03
1020,11,1.85,1.85E-04,2.35E-03
1020,11,1.925,1.82E-04,2.31E-03
1020,11,2,1.79E-04,2.27E-03
1020,11.5,0.575,3.23E-04,4.24E-03
1020,11.5,0.65,3.01E-04,3.95E-03
1020,11.5,0.725,2.83E-04,3.71E-03
1020,11.5,0.8,2.69E-04,3.51E-03
1020,11.5,0.875,2.56E-04,3.34E-03
1020,11.5,0.95,2.46E-04,3.20E-03
1020,11.5,1.025,2.36E-04,3.07E-03
1020,11.5,1.1,2.28E-04,2.96E-03
1020,11.5,1.175,2.21E-04,2.86E-03
1020,11.5,1.25,2.15E-04,2.77E-03
1020,11.5,1.325,2.09E-04,2.69E-03
1020,11.5,1.4,2.04E-04,2.62E-03
1020,11.5,1.475,1.99E-04,2.56E-03
1020,11.5,1.55,1.95E-04,2.50E-03
1020,11.5,1.625,1.91E-04,2.45E-03
1020,11.5,1.7,1.87E-04,2.40E-03
1020,11.5,1.775,1.84E-04,2.35E-03
1020,11.5,1.85,1.81E-04,2.31E-03
1020,11.5,1.925,1.78E-04,2.27E-03
1020,11.5,2,1.75E-04,2.24E-03
1020,12,0.575,3.15E-04,4.17E-03
1020,12,0.65,2.94E-04,3.88E-03
1020,12,0.725,2.77E-04,3.65E-03
1020,12,0.8,2.62E-04,3.45E-03
1020,12,0.875,2.50E-04,3.29E-03
1020,12,0.95,2.40E-04,3.14E-03
1020,12,1.025,2.31E-04,3.02E-03
1020,12,1.1,2.23E-04,2.91E-03
1020,12,1.175,2.16E-04,2.81E-03
1020,12,1.25,2.10E-04,2.73E-03
1020,12,1.325,2.04E-04,2.65E-03
1020,12,1.4,1.99E-04,2.58E-03
1020,12,1.475,1.94E-04,2.52E-03
1020,12,1.55,1.90E-04,2.46E-03
1020,12,1.625,1.86E-04,2.41E-03
1020,12,1.7,1.83E-04,2.36E-03
1020,12,1.775,1.79E-04,2.31E-03
1020,12,1.85,1.76E-04,2.27E-03
1020,12,1.925,1.74E-04,2.23E-03
1020,12,2,1.71E-04,2.20E-03
1020,12.5,0.575,3.08E-04,4.10E-03
1020,12.5,0.65,2.87E-04,3.82E-03
1020,12.5,0.725,2.70E-04,3.59E-03
1020,12.5,0.8,2.56E-04,3.39E-03
1020,12.5,0.875,2.44E-04,3.23E-03
1020,12.5,0.95,2.34E-04,3.09E-03
1020,12.5,1.025,2.25E-04,2.97E-03
1020,12.5,1.1,2.18E-04,2.86E-03
1020,12.5,1.175,2.11E-04,2.77E-03
1020,12.5,1.25,2.05E-04,2.68E-03
1020,12.5,1.325,1.99E-04,2.60E-03
1020,12.5,1.4,1.94E-04,2.54E-03
1020,12.5,1.475,1.90E-04,2.47E-03
1020,12.5,1.55,1.86E-04,2.42E-03
1020,12.5,1.625,1.82E-04,2.37E-03
1020,12.5,1.7,1.78E-04,2.32E-03
1020,12.5,1.775,1.75E-04,2.27E-03
1020,12.5,1.85,1.72E-04,2.23E-03
1020,12.5,1.925,1.70E-04,2.20E-03
1020,12.5,2,1.67E-04,2.16E-03
1020,13,0.575,3.00E-04,4.03E-03
1020,13,0.65,2.80E-04,3.76E-03
1020,13,0.725,2.64E-04,3.53E-03
1020,13,0.8,2.50E-04,3.34E-03
1020,13,0.875,2.39E-04,3.18E-03
1020,13,0.95,2.29E-04,3.04E-03
1020,13,1.025,2.20E-04,2.92E-03
1020,13,1.1,2.13E-04,2.81E-03
1020,13,1.175,2.06E-04,2.72E-03
1020,13,1.25,2.00E-04,2.64E-03
1020,13,1.325,1.95E-04,2.56E-03
1020,13,1.4,1.90E-04,2.49E-03
1020,13,1.475,1.85E-04,2.43E-03
1020,13,1.55,1.81E-04,2.38E-03
1020,13,1.625,1.78E-04,2.33E-03
1020,13,1.7,1.74E-04,2.28E-03
1020,13,1.775,1.71E-04,2.24E-03
1020,13,1.85,1.68E-04,2.20E-03
1020,13,1.925,1.66E-04,2.16E-03
1020,13,2,1.63E-04,2.13E-03
1020,13.5,0.575,2.94E-04,3.97E-03
1020,13.5,0.65,2.74E-04,3.69E-03
1020,13.5,0.725,2.58E-04,3.47E-03
1020,13.5,0.8,2.45E-04,3.28E-03
1020,13.5,0.875,2.33E-04,3.12E-03
1020,13.5,0.95,2.24E-04,2.99E-03
1020,13.5,1.025,2.15E-04,2.87E-03
1020,13.5,1.1,2.08E-04,2.76E-03
1020,13.5,1.175,2.01E-04,2.67E-03
1020,13.5,1.25,1.96E-04,2.59E-03
1020,13.5,1.325,1.90E-04,2.52E-03
1020,13.5,1.4,1.86E-04,2.45E-03
1020,13.5,1.475,1.81E-04,2.39E-03
1020,13.5,1.55,1.77E-04,2.34E-03
1020,13.5,1.625,1.74E-04,2.29E-03
1020,13.5,1.7,1.71E-04,2.24E-03
1020,13.5,1.775,1.68E-04,2.20E-03
1020,13.5,1.85,1.65E-04,2.16E-03
1020,13.5,1.925,1.62E-04,2.12E-03
1020,13.5,2,1.60E-04,2.09E-03
1020,14,0.575,2.87E-04,3.90E-03
1020,14,0.65,2.68E-04,3.63E-03
1020,14,0.725,2.52E-04,3.41E-03
1020,14,0.8,2.39E-04,3.23E-03
1020,14,0.875,2.28E-04,3.07E-03
1020,14,0.95,2.19E-04,2.94E-03
1020,14,1.025,2.11E-04,2.82E-03
1020,14,1.1,2.03E-04,2.72E-03
1020,14,1.175,1.97E-04,2.63E-03
1020,14,1.25,1.91E-04,2.55E-03
1020,14,1.325,1.86E-04,2.47E-03
1020,14,1.4,1.82E-04,2.41E-03
1020,14,1.475,1.77E-04,2.35E-03
1020,14,1.55,1.74E-04,2.30E-03
1020,14,1.625,1.70E-04,2.25E-03
1020,14,1.7,1.67E-04,2.20E-03
1020,14,1.775,1.64E-04,2.16E-03
1020,14,1.85,1.61E-04,2.12E-03
1020,14,1.925,1.59E-04,2.09E-03
1020,14,2,1.56E-04,2.05E-03
1020,14.5,0.575,2.81E-04,3.84E-03
1020,14.5,0.65,2.62E-04,3.57E-03
1020,14.5,0.725,2.47E-04,3.36E-03
1020,14.5,0.8,2.34E-04,3.17E-03
1020,14.5,0.875,2.23E-04,3.02E-03
1020,14.5,0.95,2.14E-04,2.89E-03
1020,14.5,1.025,2.06E-04,2.77E-03
1020,14.5,1.1,1.99E-04,2.67E-03
1020,14.5,1.175,1.93E-04,2.58E-03
1020,14.5,1.25,1.87E-04,2.50E-03
1020,14.5,1.325,1.82E-04,2.43E-03
1020,14.5,1.4,1.78E-04,2.37E-03
1020,14.5,1.475,1.74E-04,2.31E-03
1020,14.5,1.55,1.70E-04,2.26E-03
1020,14.5,1.625,1.66E-04,2.21E-03
1020,14.5,1.7,1.63E-04,2.17E-03
1020,14.5,1.775,1.60E-04,2.12E-03
1020,14.5,1.85,1.58E-04,2.09E-03
1020,14.5,1.925,1.55E-04,2.05E-03
1020,14.5,2,1.53E-04,2.02E-03
1020,15,0.575,2.75E-04,3.78E-03
1020,15,0.65,2.57E-04,3.51E-03
1020,15,0.725,2.42E-04,3.30E-03
1020,15,0.8,2.29E-04,3.12E-03
1020,15,0.875,2.19E-04,2.97E-03
1020,15,0.95,2.10E-04,2.84E-03
1020,15,1.025,2.02E-04,2.73E-03
1020,15,1.1,1.95E-04,2.63E-03
1020,15,1.175,1.89E-04,2.54E-03
1020,15,1.25,1.83E-04,2.46E-03
1020,15,1.325,1.78E-04,2.39E-03
1020,15,1.4,1.74E-04,2.33E-03
1020,15,1.475,1.70E-04,2.27E-03
1020,15,1.55,1.66E-04,2.22E-03
1020,15,1.625,1.63E-04,2.17E-03
1020,15,1.7,1.60E-04,2.13E-03
1020,15,1.775,1.57E-04,2.09E-03
1020,15,1.85,1.54E-04,2.05E-03
1020,15,1.925,1.52E-04,2.02E-03
1020,15,2,1.50E-04,1.99E-03
1020,15.5,0.575,2.69E-04,3.72E-03
1020,15.5,0.65,2.51E-04,3.46E-03
1020,15.5,0.725,2.37E-04,3.25E-03
1020,15.5,0.8,2.24E-04,3.07E-03
1020,15.5,0.875,2.14E-04,2.92E-03
1020,15.5,0.95,2.05E-04,2.79E-03
1020,15.5,1.025,1.98E-04,2.68E-03
1020,15.5,1.1,1.91E-04,2.58E-03
1020,15.5,1.175,1.85E-04,2.50E-03
1020,15.5,1.25,1.79E-04,2.42E-03
1020,15.5,1.325,1.75E-04,2.35E-03
1020,15.5,1.4,1.70E-04,2.29E-03
1020,15.5,1.475,1.66E-04,2.23E-03
1020,15.5,1.55,1.63E-04,2.18E-03
1020,15.5,1.625,1.60E-04,2.14E-03
1020,15.5,1.7,1.57E-04,2.09E-03
1020,15.5,1.775,1.54E-04,2.05E-03
1020,15.5,1.85,1.51E-04,2.02E-03
1020,15.5,1.925,1.49E-04,1.98E-03
1020,15.5,2,1.47E-04,1.95E-03
1020,16,0.575,2.63E-04,3.66E-03
1020,16,0.65,2.46E-04,3.40E-03
1020,16,0.725,2.32E-04,3.19E-03
1020,16,0.8,2.20E-04,3.02E-03
1020,16,0.875,2.10E-04,2.87E-03
1020,16,0.95,2.01E-04,2.75E-03
1020,16,1.025,1.94E-04,2.64E-03
1020,16,1.1,1.87E-04,2.54E-03
1020,16,1.175,1.81E-04,2.46E-03
1020,16,1.25,1.76E-04,2.38E-03
1020,16,1.325,1.71E-04,2.31E-03
1020,16,1.4,1.67E-04,2.25E-03
1020,16,1.475,1.63E-04,2.20E-03
1020,16,1.55,1.60E-04,2.15E-03
1020,16,1.625,1.56E-04,2.10E-03
1020,16,1.7,1.53E-04,2.06E-03
1020,16,1.775,1.51E-04,2.02E-03
1020,16,1.85,1.48E-04,1.98E-03
1020,16,1.925,1.46E-04,1.95E-03
1020,16,2,1.44E-04,1.92E-03
1020,16.5,0.575,2.58E-04,3.60E-03
1020,16.5,0.65,2.41E-04,3.35E-03
1020,16.5,0.725,2.27E-04,3.14E-03
1020,16.5,0.8,2.15E-04,2.97E-03
1020,16.5,0.875,2.06E-04,2.83E-03
1020,16.5,0.95,1.97E-04,2.70E-03
1020,16.5,1.025,1.90E-04,2.60E-03
1020,16.5,1.1,1.83E-04,2.50E-03
1020,16.5,1.175,1.77E-04,2.42E-03
1020,16.5,1.25,1.72E-04,2.34E-03
1020,16.5,1.325,1.68E-04,2.28E-03
1020,16.5,1.4,1.64E-04,2.22E-03
1020,16.5,1.475,1.60E-04,2.16E-03
1020,16.5,1.55,1.56E-04,2.11E-03
1020,16.5,1.625,1.53E-04,2.07E-03
1020,16.5,1.7,1.50E-04,2.03E-03
1020,16.5,1.775,1.48E-04,1.99E-03
1020,16.5,1.85,1.45E-04,1.95E-03
1020,16.5,1.925,1.43E-04,1.92E-03
1020,16.5,2,1.41E-04,1.89E-03
1020,17,0.575,2.53E-04,3.54E-03
1020,17,0.65,2.36E-04,3.30E-03
1020,17,0.725,2.23E-04,3.09E-03
1020,17,0.8,2.11E-04,2.93E-03
1020,17,0.875,2.01E-04,2.78E-03
1020,17,0.95,1.93E-04,2.66E-03
1020,17,1.025,1.86E-04,2.56E-03
1020,17,1.1,1.80E-04,2.46E-03
1020,17,1.175,1.74E-04,2.38E-03
1020,17,1.25,1.69E-04,2.31E-03
1020,17,1.325,1.65E-04,2.24E-03
1020,17,1.4,1.61E-04,2.18E-03
1020,17,1.475,1.57E-04,2.13E-03
1020,17,1.55,1.53E-04,2.08E-03
1020,17,1.625,1.50E-04,2.03E-03
1020,17,1.7,1.48E-04,1.99E-03
1020,17,1.775,1.45E-04,1.96E-03
1020,17,1.85,1.43E-04,1.92E-03
1020,17,1.925,1.40E-04,1.89E-03
1020,17,2,1.38E-04,1.86E-03
1020,17.5,0.575,2.48E-04,3.49E-03
1020,17.5,0.65,2.32E-04,3.24E-03
1020,17.5,0.725,2.18E-04,3.05E-03
1020,17.5,0.8,2.07E-04,2.88E-03
1020,17.5,0.875,1.98E-04,2.74E-03
1020,17.5,0.95,1.89E-04,2.62E-03
1020,17.5,1.025,1.82E-04,2.52E-03
1020,17.5,1.1,1.76E-04,2.42E-03
1020,17.5,1.175,1.71E-04,2.34E-03
1020,17.5,1.25,1.66E-04,2.27E-03
1020,17.5,1.325,1.61E-04,2.21E-03
1020,17.5,1.4,1.57E-04,2.15E-03
1020,17.5,1.475,1.54E-04,2.09E-03
1020,17.5,1.55,1.51E-04,2.05E-03
1020,17.5,1.625,1.48E-04,2.00E-03
1020,17.5,1.7,1.45E-04,1.96E-03
1020,17.5,1.775,1.42E-04,1.93E-03
1020,17.5,1.85,1.40E-04,1.89E-03
1020,17.5,1.925,1.38E-04,1.86E-03
1020,17.5,2,1.36E-04,1.83E-03
1020,18,0.575,2.43E-04,3.44E-03
1020,18,0.65,2.27E-04,3.20E-03
1020,18,0.725,2.14E-04,3.00E-03
1020,18,0.8,2.03E-04,2.84E-03
1020,18,0.875,1.94E-04,2.70E-03
1020,18,0.95,1.86E-04,2.58E-03
1020,18,1.025,1.79E-04,2.48E-03
1020,18,1.1,1.73E-04,2.39E-03
1020,18,1.175,1.68E-04,2.31E-03
1020,18,1.25,1.63E-04,2.24E-03
1020,18,1.325,1.58E-04,2.17E-03
1020,18,1.4,1.55E-04,2.11E-03
1020,18,1.475,1.51E-04,2.06E-03
1020,18,1.55,1.48E-04,2.01E-03
1020,18,1.625,1.45E-04,1.97E-03
1020,18,1.7,1.42E-04,1.93E-03
1020,18,1.775,1.40E-04,1.90E-03
1020,18,1.85,1.37E-04,1.86E-03
1020,18,1.925,1.35E-04,1.83E-03
1020,18,2,1.33E-04,1.80E-03
1020,18.5,0.575,2.39E-04,3.38E-03
1020,18.5,0.65,2.23E-04,3.15E-03
1020,18.5,0.725,2.10E-04,2.95E-03
1020,18.5,0.8,1.99E-04,2.79E-03
1020,18.5,0.875,1.90E-04,2.66E-03
1020,18.5,0.95,1.83E-04,2.54E-03
1020,18.5,1.025,1.76E-04,2.44E-03
1020,18.5,1.1,1.70E-04,2.35E-03
1020,18.5,1.175,1.64E-04,2.27E-03
1020,18.5,1.25,1.60E-04,2.20E-03
1020,18.5,1.325,1.56E-04,2.14E-03
1020,18.5,1.4,1.52E-04,2.08E-03
1020,18.5,1.475,1.48E-04,2.03E-03
1020,18.5,1.55,1.45E-04,1.98E-03
1020,18.5,1.625,1.42E-04,1.94E-03
1020,18.5,1.7,1.40E-04,1.90E-03
1020,18.5,1.775,1.37E-04,1.87E-03
1020,18.5,1.85,1.35E-04,1.83E-03
1020,18.5,1.925,1.33E-04,1.80E-03
1020,18.5,2,1.31E-04,1.77E-03
1020,19,0.575,2.35E-04,3.33E-03
1020,19,0.65,2.19E-04,3.10E-03
1020,19,0.725,2.06E-04,2.91E-03
1020,19,0.8,1.96E-04,2.75E-03
1020,19,0.875,1.87E-04,2.62E-03
1020,19,0.95,1.79E-04,2.50E-03
1020,19,1.025,1.73E-04,2.40E-03
1020,19,1.1,1.67E-04,2.31E-03
1020,19,1.175,1.62E-04,2.24E-03
1020,19,1.25,1.57E-04,2.17E-03
1020,19,1.325,1.53E-04,2.11E-03
1020,19,1.4,1.49E-04,2.05E-03
1020,19,1.475,1.46E-04,2.00E-03
1020,19,1.55,1.43E-04,1.95E-03
1020,19,1.625,1.40E-04,1.91E-03
1020,19,1.7,1.37E-04,1.87E-03
1020,19,1.775,1.35E-04,1.84E-03
1020,19,1.85,1.32E-04,1.81E-03
1020,19,1.925,1.30E-04,1.77E-03
1020,19,2,1.28E-04,1.75E-03
1020,19.5,0.575,2.30E-04,3.29E-03
1020,19.5,0.65,2.15E-04,3.06E-03
1020,19.5,0.725,2.03E-04,2.87E-03
1020,19.5,0.8,1.92E-04,2.71E-03
1020,19.5,0.875,1.84E-04,2.58E-03
1020,19.5,0.95,1.76E-04,2.47E-03
1020,19.5,1.025,1.70E-04,2.37E-03
1020,19.5,1.1,1.64E-04,2.28E-03
1020,19.5,1.175,1.59E-04,2.20E-03
1020,19.5,1.25,1.54E-04,2.14E-03
1020,19.5,1.325,1.50E-04,2.07E-03
1020,19.5,1.4,1.46E-04,2.02E-03
1020,19.5,1.475,1.43E-04,1.97E-03
1020,19.5,1.55,1.40E-04,1.92E-03
1020,19.5,1.625,1.37E-04,1.88E-03
1020,19.5,1.7,1.35E-04,1.85E-03
1020,19.5,1.775,1.32E-04,1.81E-03
1020,19.5,1.85,1.30E-04,1.78E-03
1020,19.5,1.925,1.28E-04,1.75E-03
1020,19.5,2,1.26E-04,1.72E-03
1020,20,0.575,2.26E-04,3.24E-03
1020,20,0.65,2.11E-04,3.01E-03
1020,20,0.725,1.99E-04,2.83E-03
1020,20,0.8,1.89E-04,2.67E-03
1020,20,0.875,1.80E-04,2.54E-03
1020,20,0.95,1.73E-04,2.43E-03
1020,20,1.025,1.67E-04,2.33E-03
1020,20,1.1,1.61E-04,2.25E-03
1020,20,1.175,1.56E-04,2.17E-03
1020,20,1.25,1.52E-04,2.10E-03
1020,20,1.325,1.48E-04,2.04E-03
1020,20,1.4,1.44E-04,1.99E-03
1020,20,1.475,1.41E-04,1.94E-03
1020,20,1.55,1.38E-04,1.90E-03
1020,20,1.625,1.35E-04,1.86E-03
1020,20,1.7,1.32E-04,1.82E-03
1020,20,1.775,1.30E-04,1.78E-03
1020,20,1.85,1.28E-04,1.75E-03
1020,20,1.925,1.26E-04,1.72E-03
1020,20,2,1.24E-04,1.70E-03
1030,1,0.575,8.91E-06,1.52E-04
1030,1,0.65,8.89E-06,1.51E-04
1030,1,0.725,8.91E-06,1.50E-04
1030,1,0.8,8.96E-06,1.50E-04
1030,1,0.875,9.03E-06,1.51E-04
1030,1,0.95,9.11E-06,1.51E-04
1030,1,1.025,9.21E-06,1.52E-04
1030,1,1.1,9.32E-06,1.53E-04
1030,1,1.175,9.44E-06,1.55E-04
1030,1,1.25,9.57E-06,1.56E-04
1030,1,1.325,9.70E-06,1.58E-04
1030,1,1.4,9.83E-06,1.60E-04
1030,1,1.475,9.97E-06,1.61E-04
1030,1,1.55,1.01E-05,1.63E-04
1030,1,1.625,1.03E-05,1.65E-04
1030,1,1.7,1.04E-05,1.67E-04
1030,1,1.775,1.06E-05,1.69E-04
1030,1,1.85,1.07E-05,1.71E-04
1030,1,1.925,1.09E-05,1.73E-04
1030,1,2,1.10E-05,1.76E-04
1030,1.5,0.575,8.05E-06,1.25E-04
1030,1.5,0.65,8.05E-06,1.24E-04
1030,1.5,0.725,8.07E-06,1.24E-04
1030,1.5,0.8,8.13E-06,1.24E-04
1030,1.5,0.875,8.20E-06,1.24E-04
1030,1.5,0.95,8.30E-06,1.25E-04
1030,1.5,1.025,8.40E-06,1.25E-04
1030,1.5,1.1,8.51E-06,1.26E-04
1030,1.5,1.175,8.63E-06,1.28E-04
1030,1.5,1.25,8.76E-06,1.29E-04
1030,1.5,1.325,8.89E-06,1.30E-04
1030,1.5,1.4,9.03E-06,1.32E-04
1030,1.5,1.475,9.17E-06,1.33E-04
1030,1.5,1.55,9.32E-06,1.35E-04
1030,1.5,1.625,9.46E-06,1.37E-04
1030,1.5,1.7,9.62E-06,1.38E-04
1030,1.5,1.775,9.77E-06,1.40E-04
1030,1.5,1.85,9.92E-06,1.42E-04
1030,1.5,1.925,1.01E-05,1.44E-04
1030,1.5,2,1.02E-05,1.45E-04
1030,2,0.575,9.23E-06,1.27E-04
1030,2,0.65,9.25E-06,1.26E-04
1030,2,0.725,9.32E-06,1.25E-04
1030,2,0.8,9.41E-06,1.25E-04
1030,2,0.875,9.53E-06,1.26E-04
1030,2,0.95,9.67E-06,1.27E-04
1030,2,1.025,9.83E-06,1.28E-04
1030,2,1.1,9.99E-06,1.29E-04
1030,2,1.175,1.02E-05,1.30E-04
1030,2,1.25,1.04E-05,1.32E-04
1030,2,1.325,1.05E-05,1.33E-04
1030,2,1.4,1.07E-05,1.35E-04
1030,2,1.475,1.09E-05,1.37E-04
1030,2,1.55,1.11E-05,1.39E-04
1030,2,1.625,1.13E-05,1.41E-04
1030,2,1.7,1.16E-05,1.43E-04
1030,2,1.775,1.18E-05,1.44E-04
1030,2,1.85,1.20E-05,1.46E-04
1030,2,1.925,1.22E-05,1.48E-04
1030,2,2,1.24E-05,1.51E-04
1030,2.5,0.575,1.49E-05,1.65E-04
1030,2.5,0.65,1.51E-05,1.64E-04
1030,2.5,0.725,1.54E-05,1.65E-04
1030,2.5,0.8,1.57E-05,1.66E-04
1030,2.5,0.875,1.60E-05,1.67E-04
1030,2.5,0.95,1.64E-05,1.69E-04
1030,2.5,1.025,1.68E-05,1.71E-04
1030,2.5,1.1,1.73E-05,1.73E-04
1030,2.5,1.175,1.77E-05,1.76E-04
1030,2.5,1.25,1.81E-05,1.79E-04
1030,2.5,1.325,1.86E-05,1.81E-04
1030,2.5,1.4,1.91E-05,1.84E-04
1030,2.5,1.475,1.95E-05,1.87E-04
1030,2.5,1.55,2.00E-05,1.90E-04
1030,2.5,1.625,2.05E-05,1.93E-04
1030,2.5,1.7,2.09E-05,1.96E-04
1030,2.5,1.775,2.14E-05,1.99E-04
1030,2.5,1.85,2.19E-05,2.03E-04
1030,2.5,1.925,2.23E-05,2.06E-04
1030,2.5,2,2.28E-05,2.09E-04
1030,3,0.575,5.90E-05,4.07E-04
1030,3,0.65,5.93E-05,4.05E-04
1030,3,0.725,5.97E-05,4.05E-04
1030,3,0.8,6.01E-05,4.05E-04
1030,3,0.875,6.05E-05,4.07E-04
1030,3,0.95,6.09E-05,4.09E-04
1030,3,1.025,6.13E-05,4.11E-04
1030,3,1.1,6.17E-05,4.13E-04
1030,3,1.175,6.20E-05,4.15E-04
1030,3,1.25,6.24E-05,4.18E-04
1030,3,1.325,6.27E-05,4.20E-04
1030,3,1.4,6.30E-05,4.23E-04
1030,3,1.475,6.33E-05,4.25E-04
1030,3,1.55,6.36E-05,4.28E-04
1030,3,1.625,6.38E-05,4.30E-04
1030,3,1.7,6.41E-05,4.32E-04
1030,3,1.775,6.43E-05,4.35E-04
1030,3,1.85,6.46E-05,4.37E-04
1030,3,1.925,6.48E-05,4.39E-04
1030,3,2,6.50E-05,4.42E-04
1030,3.5,0.575,1.73E-04,1.16E-03
1030,3.5,0.65,1.63E-04,1.10E-03
1030,3.5,0.725,1.56E-04,1.05E-03
1030,3.5,0.8,1.50E-04,1.01E-03
1030,3.5,0.875,1.45E-04,9.74E-04
1030,3.5,0.95,1.40E-04,9.46E-04
1030,3.5,1.025,1.37E-04,9.22E-04
1030,3.5,1.1,1.34E-04,9.02E-04
1030,3.5,1.175,1.31E-04,8.84E-04
1030,3.5,1.25,1.28E-04,8.69E-04
1030,3.5,1.325,1.26E-04,8.55E-04
1030,3.5,1.4,1.24E-04,8.43E-04
1030,3.5,1.475,1.22E-04,8.32E-04
1030,3.5,1.55,1.21E-04,8.23E-04
1030,3.5,1.625,1.19E-04,8.14E-04
1030,3.5,1.7,1.18E-04,8.06E-04
1030,3.5,1.775,1.17E-04,7.99E-04
1030,3.5,1.85,1.15E-04,7.93E-04
1030,3.5,1.925,1.14E-04,7.87E-04
1030,3.5,2,1.13E-04,7.82E-04
1030,4,0.575,2.45E-04,1.89E-03
1030,4,0.65,2.29E-04,1.76E-03
1030,4,0.725,2.17E-04,1.66E-03
1030,4,0.8,2.07E-04,1.57E-03
1030,4,0.875,1.98E-04,1.50E-03
1030,4,0.95,1.91E-04,1.44E-03
1030,4,1.025,1.84E-04,1.39E-03
1030,4,1.1,1.79E-04,1.35E-03
1030,4,1.175,1.74E-04,1.31E-03
1030,4,1.25,1.70E-04,1.27E-03
1030,4,1.325,1.66E-04,1.24E-03
1030,4,1.4,1.62E-04,1.22E-03
1030,4,1.475,1.59E-04,1.19E-03
1030,4,1.55,1.56E-04,1.17E-03
1030,4,1.625,1.54E-04,1.15E-03
1030,4,1.7,1.51E-04,1.13E-03
1030,4,1.775,1.49E-04,1.12E-03
1030,4,1.85,1.47E-04,1.10E-03
1030,4,1.925,1.45E-04,1.09E-03
1030,4,2,1.44E-04,1.07E-03
1030,4.5,0.575,2.85E-04,2.47E-03
1030,4.5,0.65,2.67E-04,2.30E-03
1030,4.5,0.725,2.51E-04,2.15E-03
1030,4.5,0.8,2.39E-04,2.04E-03
1030,4.5,0.875,2.28E-04,1.94E-03
1030,4.5,0.95,2.19E-04,1.85E-03
1030,4.5,1.025,2.11E-04,1.78E-03
1030,4.5,1.1,2.05E-04,1.72E-03
1030,4.5,1.175,1.99E-04,1.66E-03
1030,4.5,1.25,1.93E-04,1.61E-03
1030,4.5,1.325,1.89E-04,1.57E-03
1030,4.5,1.4,1.84E-04,1.53E-03
1030,4.5,1.475,1.80E-04,1.49E-03
1030,4.5,1.55,1.77E-04,1.46E-03
1030,4.5,1.625,1.74E-04,1.43E-03
1030,4.5,1.7,1.71E-04,1.41E-03
1030,4.5,1.775,1.68E-04,1.38E-03
1030,4.5,1.85,1.66E-04,1.36E-03
1030,4.5,1.925,1.63E-04,1.34E-03
1030,4.5,2,1.61E-04,1.32E-03
1030,5,0.575,3.08E-04,2.89E-03
1030,5,0.65,2.87E-04,2.68E-03
1030,5,0.725,2.71E-04,2.52E-03
1030,5,0.8,2.57E-04,2.38E-03
1030,5,0.875,2.45E-04,2.26E-03
1030,5,0.95,2.35E-04,2.16E-03
1030,5,1.025,2.27E-04,2.08E-03
1030,5,1.1,2.19E-04,2.00E-03
1030,5,1.175,2.12E-04,1.93E-03
1030,5,1.25,2.06E-04,1.88E-03
1030,5,1.325,2.01E-04,1.82E-03
1030,5,1.4,1.96E-04,1.78E-03
1030,5,1.475,1.92E-04,1.73E-03
